class, text
"pos","Nous copions tout de l’EUROPE et surtout la France Eh bien ou est passé la page de ce dilemme de retraite ; nous les sujets ,on demandera pas notre avis dans ce sujet ;  Nous applaudissons la configuration des députés EUROPEENS même si nous ne sommes pas aussi riches qu’eux."
"pos","Même si le Premier Ministre a l'air d'être de bonne foie le parti ulticonservateur auquel il appartient ne cédera rien aux syndicats de gauche . On verra d'ici début 2018 s'il réagira ou pas"
"pos","Même si le Premier Ministre a l'air d'être de bonne foie le parti ulticonservateur auquel il appartient ne cédera rien aux syndicats de gauche . On verra d'ici début 2018 s'il réagira ou pas"
"pos","TGV veut dire trés grande vitesse, alors le billet de 600 dh de casa à tanger ne vaut rien si on veut arriver avant les autres ."
"neg","personne ne veut plus miser le moindre centime sur l'algerie et son regime , le pays est sans president , sans economie , il est totalement en faillite et ce n'est pas la planche a billet qui va le sauver ,au contraire l'economie va se casser completement la figure et le jour ou ils voudront faire un redressement , le cout social va etre tres eleve et je ne suis pas sur que le peuple va pouvoir le supporter ,nos amis mauritaniens comme tout le monde savent tres bien cela"
"neg","Tout ce que veut Ould Rachid, l'homme fort des provinces du sud, il l'obtient. Et ce qu'il veut c'est beaucoup plus que la présidence d'un parti ou d'un gouvernement. Vous verrez!"
"pos","Quand on décide de claquer la porte on ne le déclare pas."
"pos","Quand on décide de claquer la porte on ne le déclare pas."
"neg","ce genre de comportement seshonore le maroc.les palestiniens sont bien dans la salle.On veut etre plus arabes que les arabes eux meme."
"pos","Oui à la normalisation. Non à l'idéologie panarabe."
"pos","il faut officialiser nos relations avec l'Etat d'Israel"
"pos","C l’hypocrisie. Ts les Marocains savent que nous sommes bien avec Israël. Mais les des gens, jouant sur l’ignorance des peuples, profitent de cette situation. Ce sont de grands marchands des malheurs des peuples ."
"pos","On sait bien qu'il y'a 1 million de juifs marocains en israël qui conservent leur langue maternelle le darija on l'enseignant dans leurs écoles à leurs enfants qui naissent en israël pour saccrocher au maroc comme l'enfant à sa mère . En ce qui concerne notre Sahara les juifs marocains la défende à leur façon mais ... tout ça ne peut nous faire oublier les atrocités commises par israël contre les palestiniens désarmés et pauvres , ça ne peut non plus nous faire oublier l'umliation d'Hébron et de l'Aqsa ni le carnage de sabra chatilla ni celui de qana et de Gaza , comment normaliser avec ses bourreaux qui ne sessent de faire subir leurs multiples et eternelles agressions et tortures à ces pauvres gens qui s'accroche à leur terre comme l'enfant à sa mère comment voulez vous ....."
"pos","Ces gens là en on rien à foutre de la Palestine, il l'utilise par populisme"
"pos","c'est comme ça qui veut akhenouch"
"pos","Malheureusement rien ne change au Maroc. Le peuple marocain est cuit. Les memes gueules aucun changement. Ceux qui ont fait et qui font le sacrifice sont toujours oublies."
"neg","Félicitation Mr Nizar  Félicitation à toutes et à tous  L esprit de la nation reprendra sa place dans l etat"
"pos","Et aprés?fa ut voir quel est le programme du parti et ses positions sur les affaires des marocains :chômage des jeunes,relance économique,lutte contre la corruption....etc"
"pos","Est ce que on peut voir un jour un homme très compétent de CASA de Ouarzazate d''Errachidia ou d'autres coins du Maroc à la tete des partis qui travaillent correctement le pays et non pas ceux qui défendent leurs interets personnels ou ceux qui protègent les fuits des impots et les droits des salariés. Nizar est un photocopie de Abbes el fassi pas d'effecacité il va suivre les directives des autres"
"pos","Bien dit et autres . Il y a tellement d'intellectuels de notre sahara capable de gêner les propos des soit disant séparatistes et leur Algérie"
"neg","Il ne faut pas se leurrer. Les algériens amazigh de la kabylie gherdaya chaouia...sont alliés à la cause marocaine et ne reconnaissent guere le PolisaRio.  Il en de même pour les Amazighs de Tunisie (Sud de tunisie) et aussi les amazighs ds Lybie.  Ainsi les amazighs de l'Afrique du Nord ne reconnaissent aucune ethnie autre que les Amazighs."
"pos","Les algeriens 2eme frances ont toujours considere les marocains comme inferieurs ,les apelant mrarkas. Maintenant lmrarka sont devenus elmaghariba.Sans petrole,nous vivons mieux que les 2eme frances,qui crevent de faim"
"pos","bravo à M. Baraka. un homme digne de ce poste !"
"pos","C'est ce qu'il fallait pour parti. Chebbat et Benkirane ont fait beaucoup de mal et de dégats au pays. L'histoire se rappellera de leur nullité politique, économique et sociale."
"pos","l'algerien va voir tes militaires  tu es loins de comprendre la démocrates le maroc et l'algerie sont des pays democratiques l'algérie très loin loin loin derriere"
"pos","un État au sud de la mauritanie pour la la communauté noire originaire du Sénégal.autodétermination pour ce peuple opprimé par le régime du caporal oud abd aziz"
"pos","le peuple marocain et le peuple mauritanie sont des freres la politique en s.en foute."
"pos","oui la mauritanie c.est la suisse...wallah makathachmou."
"pos","Qu'est-ce que les Marocains vont gagner de tout ca"
"pos","Nos partis politiques n'ont aucun principe sur lequel  est fondé leur politique; l'objectif unique et primordial consiste à atteindre un poste superieur en vue de s'enrichir en dérobant les deniers du peuple marocain. Depuis la réalité quotidienne jusqu'a lexploration des infinis le marocain demeurera tel qu'il est et rien au monde ne pourra modifier ses attitudes cet égard."
"pos","il nous faut une révolution salutaire un groupe d'hommes et de femmes courageux ambitieux intelligents et patriotiques pour tirer la chasses d'eau au roi incompétent et anti charismatique et ses sbires incompétents et sans âmes ni saveur"
"pos","where's alotmani bacha ikhtafa wala eh"
"neg","Baraka ne connais rien de la politique et d economie.il est juste in previligier de palais de l equipe des fassi il a eu une prix ds l economie achete par des contrats a l etranger,il ne peut rien faire pour l economie marocaine de people mais il fait bcp pour l economie des richs et elite qui on le monopole des grand societe et des agreement je croit chabate et plus politician que lui,mais les fassi veulent prendre leur familliale partie"
"pos","Quand je constate que des hommes comme chabate à la tête d un grand parti politique. Je me dis que le pays va à sa perte qu'elle honte"
"neg","Baraka ne connais rien de la politique et d economie.il est juste in previligier de palais de l equipe des fassi il a eu une prix ds l economie achete par des contrats a l etranger,il ne peut rien faire pour l economie marocaine de people mais il fait bcp pour l economie des richs et elite qui on le monopole des grand societe et des agreement je croit chabate et plus politician que lui,mais les fassi veulent prendre leur familliale partie"
"pos","Quand je constate que des hommes comme chabate à la tête d un grand parti politique. Je me dis que le pays va à sa perte qu'elle honte"
"pos","tout ces films c le peuple qui en est la victime ni Chabat,ni non plus Nizar ne sont des gens qui peuvent changer la donne mais à mon avis choisir chabat malgré sa réputation est un bon pas.si l'istiqlal est devenu comme les autres il nya plus rien à faire"
"pos","Rwached a besoin de projets d'envergure comme une ligne de chemin de fer, pas de réunions où l'on boit du thé et des sucreries."
"neg","A ceux qui l’ignorent Nezar Baraka est originaire de Tétouan, d’une famille de Jbala Béni AROUSSE. Il est marié à la fille de Abbas El Fassi qui est lui-même né à Berkane et habite la ville de LARACHE. Pour l’avoir côtoyé, Nezar est un homme charmant et compétent. Il mérite amplement de prendre les reines de ce Parti. Il en fera, avec l’aide des militantes et militants un parti démocratique sur lequel tous les marocains peuvent compter. Ce que ce Parti a vécu la semaine passée prouve au moins que les Istiqlaliènnes et les Istiqlaliens ont droit au chapitre quand il s’agît d’élire leurs instances dirigeantes. Ce n’est pas le cas dans tous les partis au Maroc. Il n’y a qu’à voir le nombre de présidents parachutés par le Makhzen : Akhanouch au RNI, Hassad bientôt au MP, etc."
"neg","Tout le monde connaît que le groupe terroriste mercenaire marionette traître de poulizibale crée et financier par un autre regime terroriste harkis alkherien,donc il faut mettre ce groupe terroriste mercenaire traître dans la liste des organisations terroristes."
"neg","L'autonomie est la solution des sages , elle nous évitera tous et à nos enfants la misère, le sous développement et la guerre. Marocain, Algérien, Mauritanien"
"pos","La solution est politique économique et diplomatique."
"pos","Quand le Premier producteur au monde arrete de produire la drogue le monde va se reposer un peu de ce mal et ensuite on peut parler qui fait quoi.... Le Morac produit il faut bien faire quelque chose avec!!"
"pos","La solution est de chercher un autre système pour déstabiliser l'ancien c'est la théorie de la conservation de la matière  A=B"
"pos","le partis hamama est connu des marocais. il ne faut pas etre fier d'etre partisan ca sens elmakhzen teleguidé c la honte"
"pos","BATWARISTE Mais que représentent 17 000 votés hier dans un grand Agadir ? La question est pourquoi les autres n'ont pas voté."
"neg","Partie de l etat en le prepare des maintenant .benkirane est le seul.honnete des politiciens au maroc les autres tous des voleurs"
"pos","Ce n'est pas la première fois que un cafouillage se produit au ministère de affaires étrangères depuis l'arrivée du nouveau ministre. Bourita. Ce n'est pas du tout étonnant pour -moi. Citoyen normal."
"pos","Le maroc a boeuacoup de chose a pprendre du PAkistan surtout sur l'industriakisation et l'ingenierie..., mais il faut faire attention a ne pas s'interesser juste aux armes .. car Le pakistan occupe le 26 rang mondiale en PIB , le Maroc est 59eme. et surtout ils sont 180 millions alors, on peut facilement exporter nos produits agricoles et manufacturiers.. bon courage le MAroc"
"pos","C normal car le monarch n est jamais au Maroc. On peut se rencontrer en France pas problem."
"pos","Pakistan est plus développé que le Maroc, l'Algérie la Tunisie , les 3 réunis et ils ne peuvent arrivé au PIB du Pakistan Pakistan est leader des la recherche et aussi dans beaucoup de domaines scientifiques"
"pos","en fin .vous savez les parlementaires n ont pas besoin de retraite .ils raflent tout sur leur passage .bravo"
"pos","C est à dire Mr zafzafi avait raison ,donc libéré les innocents,et jugé les vouleur du nôtre pays avant k déjà trop tard. Merci"
"pos","ma questiin est la suivante : pourquoi dans le soit disant doustour on a pas fixe l'age de 65 ans pour que les parlementaires commencent a beneficier de cette retraite a l'instar de la majorite des pays du monde"
"pos","je veux savoir pourquoi ces deputes benificient d'un salaire  gonflé,des indeminites et d'une retraite exageree.tout cela pour pour dormir devant les cameras ou pour voyager ou pour nous produire des lois qui affaiblissent la majorite et couvrent la minorite.  c'est de la comedie"
